HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:14705	['OR4S1']	['olfactory receptor family 4 subfamily S member 1', 'olfactory receptor, family 4, subfamily S, member 1']
HGNC:15360	['OR4T1P']	['olfactory receptor family 4 subfamily T member 1 pseudogene', 'olfactory receptor, family 4, subfamily T, member 1 pseudogene']
HGNC:14736	['OR4V1P']	['olfactory receptor family 4 subfamily V member 1 pseudogene', 'olfactory receptor, family 4, subfamily V, member 1 pseudogene']
HGNC:14854	['OR4X1']	['olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)', 'olfactory receptor, family 4, subfamily X, member 1', 'olfactory receptor, family 4, subfamily X, member 1 (gene/pseudogene)']
HGNC:31277	['OR4X7P']	['olfactory receptor family 4 subfamily X member 7 pseudogene', 'olfactory receptor, family 4, subfamily X, member 7 pseudogene']
HGNC:15249	['OR5A2']	['olfactory receptor family 5 subfamily A member 2', 'olfactory receptor, family 5, subfamily A, member 2']
HGNC:15431	['OR5AC2', 'HSA1']	['olfactory receptor family 5 subfamily AC member 2', 'olfactory receptor, family 5, subfamily AC, member 2']
HGNC:14714	['OR5AH1P']	['olfactory receptor family 5 subfamily AH member 1 pseudogene', 'olfactory receptor, family 5, subfamily AH, member 1 pseudogene']
HGNC:15251	['OR5AK2']	['olfactory receptor family 5 subfamily AK member 2', 'olfactory receptor, family 5, subfamily AK, member 2']
HGNC:15253	['OR5AK4P']	['olfactory receptor family 5 subfamily AK member 4 pseudogene', 'olfactory receptor, family 5, subfamily AK, member 4 pseudogene']
HGNC:14850	['OR5AL2P']	['olfactory receptor family 5 subfamily AL member 2 pseudogene', 'olfactory receptor, family 5, subfamily AL, member 2 pseudogene']
HGNC:15255	['OR5AN1']	['olfactory receptor family 5 subfamily AN member 1', 'olfactory receptor, family 5, subfamily AN, member 1']
HGNC:31285	['OR5AO1P']	['olfactory receptor family 5 subfamily AO member 1 pseudogene', 'olfactory receptor, family 5, subfamily AO, member 1 pseudogene']
HGNC:15258	['OR5AP2']	['olfactory receptor family 5 subfamily AP member 2', 'olfactory receptor, family 5, subfamily AP, member 2']
HGNC:15260	['OR5AR1']	['olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)', 'olfactory receptor, family 5, subfamily AR, member 1', 'olfactory receptor, family 5, subfamily AR, member 1 (gene/pseudogene)']
HGNC:15362	['OR5AU1']	['olfactory receptor family 5 subfamily AU member 1', 'olfactory receptor, family 5, subfamily AU, member 1']
HGNC:15262	['OR5AZ1P']	['olfactory receptor family 5 subfamily AZ member 1 pseudogene', 'olfactory receptor, family 5, subfamily AZ, member 1 pseudogene']
HGNC:8323	['OR5B2', 'OST073']	['olfactory receptor family 5 subfamily B member 2', 'olfactory receptor, family 5, subfamily B, member 2']
HGNC:8320	['OR5B10P', 'OR13-67', 'OR13-34', 'OR13-64', 'OR5B11P', 'OR5B4P', 'OR5B10', 'OR5B11', 'OR5B18P']	['olfactory receptor family 5 subfamily B member 10 pseudogene', 'olfactory receptor, family 5, subfamily B, member 10 pseudogene']
HGNC:15265	['OR5B15P']	['olfactory receptor family 5 subfamily B member 15 pseudogene', 'olfactory receptor, family 5, subfamily B, member 15 pseudogene']
HGNC:15269	['OR5B19P']	['olfactory receptor family 5 subfamily B member 19 pseudogene', 'olfactory receptor, family 5, subfamily B, member 19 pseudogene']
HGNC:15270	['OR5BA1P']	['olfactory receptor family 5 subfamily BA member 1 pseudogene', 'olfactory receptor, family 5, subfamily BA, member 1 pseudogene']
HGNC:15272	['OR5BC1P']	['olfactory receptor family 5 subfamily BC member 1 pseudogene', 'olfactory receptor, family 5, subfamily BC, member 1 pseudogene']
HGNC:15273	['OR5BE1P']	['olfactory receptor family 5 subfamily BE member 1 pseudogene', 'olfactory receptor, family 5, subfamily BE, member 1 pseudogene']
HGNC:15434	['OR5BJ1P', 'OST740']	['olfactory receptor family 5 subfamily BJ member 1 pseudogene', 'olfactory receptor, family 5, subfamily BJ, member 1 pseudogene']
HGNC:15275	['OR5BL1P']	['olfactory receptor family 5 subfamily BL member 1 pseudogene', 'olfactory receptor, family 5, subfamily BL, member 1 pseudogene']
HGNC:15276	['OR5BN1P']	['olfactory receptor family 5 subfamily BN member 1 pseudogene', 'olfactory receptor, family 5, subfamily BN, member 1 pseudogene']
HGNC:15277	['OR5BP1P']	['olfactory receptor family 5 subfamily BP member 1 pseudogene', 'olfactory receptor, family 5, subfamily BP, member 1 pseudogene']
HGNC:15279	['OR5BR1P']	['olfactory receptor family 5 subfamily BR member 1 pseudogene', 'olfactory receptor, family 5, subfamily BR, member 1 pseudogene']
HGNC:19629	['OR5BT1P']	['olfactory receptor family 5 subfamily BT member 1 pseudogene', 'olfactory receptor, family 5, subfamily BT, member 1 pseudogene']
HGNC:8335	['OR5D2P', 'OR11-7a', 'OR912-91', 'OR8-127', 'OR912-47', 'OR18-44', 'R5D9P', 'OR18-17', 'OR18-42', 'OR18-43', 'OR912-94', 'OR8-125', 'OR5D6P', 'OR5D10P', 'OR5D1P', 'OR5D5P', 'OR5D12P', 'OR5D8P', 'OR5D7P', 'OR5D9P', 'OR5D12', 'OR5D11P', 'OR5D11']	['olfactory receptor family 5 subfamily D member 2 pseudogene', 'olfactory receptor, family 5, subfamily D, member 11 pseudogene', 'olfactory receptor, family 5, subfamily D, member 2 pseudogene']
HGNC:15280	['OR5D13']	['olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)', 'olfactory receptor, family 5, subfamily D, member 13 (gene/pseudogene)']
HGNC:15282	['OR5D15P']	['olfactory receptor family 5 subfamily D member 15 pseudogene', 'olfactory receptor, family 5, subfamily D, member 15 pseudogene']
HGNC:15284	['OR5D17P']	['olfactory receptor family 5 subfamily D member 17 pseudogene', 'olfactory receptor, family 5, subfamily D, member 17 pseudogene']
HGNC:8342	['OR5E1P', 'TPCR24', 'HSTPCR24', 'OR5E1']	['olfactory receptor family 5 subfamily E member 1 pseudogene', 'olfactory receptor, family 5, subfamily E, member 1 pseudogene']
HGNC:15286	['OR5F2P']	['olfactory receptor family 5 subfamily F member 2 pseudogene', 'olfactory receptor, family 5, subfamily F, member 2 pseudogene']
HGNC:15287	['OR5G3', 'OR5G6P', 'OR5G3P']	['olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)', 'olfactory receptor, family 5, subfamily G, member 3 pseudogene', 'olfactory receptor, family 5, subfamily G, member 3 (gene/pseudogene)']
HGNC:15289	['OR5G5P']	['olfactory receptor family 5 subfamily G member 5 pseudogene', 'olfactory receptor, family 5, subfamily G, member 5 pseudogene']
HGNC:14752	['OR5H2']	['olfactory receptor family 5 subfamily H member 2', 'olfactory receptor, family 5, subfamily H, member 2']
HGNC:14763	['OR5H4P']	['olfactory receptor family 5 subfamily H member 4 pseudogene', 'olfactory receptor, family 5, subfamily H, member 4 pseudogene']
HGNC:14767	['OR5H6']	['olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)', 'olfactory receptor, family 5, subfamily H, member 6', 'olfactory receptor, family 5, subfamily H, member 6 (gene/pseudogene)']
HGNC:14773	['OR5H8', 'OR5H8P']	['olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)', 'olfactory receptor, family 5, subfamily H, member 8 pseudogene', 'olfactory receptor, family 5, subfamily H, member 8 (gene/pseudogene)']
HGNC:31287	['OR5H15']	['olfactory receptor family 5 subfamily H member 15', 'olfactory receptor, family 5, subfamily H, member 15']
HGNC:8348	['OR5J1P', 'HTPCRH02', 'OR5J1']	['olfactory receptor family 5 subfamily J member 1 pseudogene', 'olfactory receptor, family 5, subfamily J, member 1 pseudogene']
HGNC:31289	['OR5J7P']	['olfactory receptor family 5 subfamily J member 7 pseudogene', 'olfactory receptor, family 5, subfamily J, member 7 pseudogene']
HGNC:14774	['OR5K2']	['olfactory receptor family 5 subfamily K member 2', 'olfactory receptor, family 5, subfamily K, member 2']
HGNC:31291	['OR5K4']	['olfactory receptor family 5 subfamily K member 4', 'olfactory receptor, family 5, subfamily K, member 4']
HGNC:8351	['OR5L2', 'HTPCRX16', 'HSHTPCRX16']	['olfactory receptor family 5 subfamily L member 2', 'olfactory receptor, family 5, subfamily L, member 2']
HGNC:14803	['OR5M2P']	['olfactory receptor family 5 subfamily M member 2 pseudogene', 'olfactory receptor, family 5, subfamily M, member 2 pseudogene']
HGNC:14808	['OR5M4P']	['olfactory receptor family 5 subfamily M member 4 pseudogene', 'olfactory receptor, family 5, subfamily M, member 4 pseudogene']
HGNC:14814	['OR5M6P']	['olfactory receptor family 5 subfamily M member 6 pseudogene', 'olfactory receptor, family 5, subfamily M, member 6 pseudogene']
HGNC:14846	['OR5M8']	['olfactory receptor family 5 subfamily M member 8', 'olfactory receptor, family 5, subfamily M, member 8']
HGNC:15290	['OR5M10']	['olfactory receptor family 5 subfamily M member 10', 'olfactory receptor, family 5, subfamily M, member 10']
HGNC:15292	['OR5M12P']	['olfactory receptor family 5 subfamily M member 12 pseudogene', 'olfactory receptor, family 5, subfamily M, member 12 pseudogene']
HGNC:15057	['OR5M14P', 'OR5M15P']	['olfactory receptor family 5 subfamily M member 14 pseudogene', 'olfactory receptor, family 5, subfamily M, member 14 pseudogene']
HGNC:14783	['OR5P2', 'JCG3']	['olfactory receptor family 5 subfamily P member 2', 'olfactory receptor, family 5, subfamily P, member 2']
HGNC:15295	['OR5P4P', 'OST730']	['olfactory receptor family 5 subfamily P member 4 pseudogene', 'olfactory receptor, family 5, subfamily P, member 4 pseudogene']
HGNC:15040	['OR5S1P']	['olfactory receptor family 5 subfamily S member 1 pseudogene', 'olfactory receptor, family 5, subfamily S, member 1 pseudogene']
HGNC:15296	['OR5T2']	['olfactory receptor family 5 subfamily T member 2', 'olfactory receptor, family 5, subfamily T, member 2']
HGNC:13972	['OR5V1', 'hs6M1-21']	['olfactory receptor family 5 subfamily V member 1', 'olfactory receptor, family 5, subfamily V, member 1']
HGNC:15299	['OR5W2', 'OR5W2P', 'OR5W3P']	['olfactory receptor family 5 subfamily W member 2', 'olfactory receptor, family 5, subfamily W, member 2']
HGNC:8354	['OR6B1', 'OR7-3']	['olfactory receptor family 6 subfamily B member 1', 'olfactory receptor, family 6, subfamily B, member 1']
HGNC:15042	['OR6B3', 'OR6B3Q', 'OR6B3P']	['olfactory receptor family 6 subfamily B member 3', 'olfactory receptor, family 6, subfamily B, member 3 pseudogene', 'olfactory receptor, family 6, subfamily B, member 3']
HGNC:15436	['OR6C2', 'OR6C67']	['olfactory receptor family 6 subfamily C member 2', 'olfactory receptor, family 6, subfamily C, member 2']
HGNC:19632	['OR6C4']	['olfactory receptor family 6 subfamily C member 4', 'olfactory receptor, family 6, subfamily C, member 4']
HGNC:31293	['OR6C6']	['olfactory receptor family 6 subfamily C member 6', 'olfactory receptor, family 6, subfamily C, member 6']
HGNC:31294	['OR6C64P']	['olfactory receptor family 6 subfamily C member 64 pseudogene', 'olfactory receptor, family 6, subfamily C, member 64 pseudogene']
HGNC:31296	['OR6C66P']	['olfactory receptor family 6 subfamily C member 66 pseudogene', 'olfactory receptor, family 6, subfamily C, member 66 pseudogene']
HGNC:31298	['OR6C69P']	['olfactory receptor family 6 subfamily C member 69 pseudogene', 'olfactory receptor, family 6, subfamily C, member 69 pseudogene']
HGNC:31300	['OR6C71P']	['olfactory receptor family 6 subfamily C member 71 pseudogene', 'olfactory receptor, family 6, subfamily C, member 71 pseudogene']
HGNC:31302	['OR6C73P']	['olfactory receptor family 6 subfamily C member 73 pseudogene', 'olfactory receptor, family 6, subfamily C, member 73 pseudogene']
HGNC:31304	['OR6C75']	['olfactory receptor family 6 subfamily C member 75', 'olfactory receptor, family 6, subfamily C, member 75']
HGNC:14849	['OR6D1P']	['olfactory receptor family 6 subfamily D member 1 pseudogene', 'olfactory receptor, family 6, subfamily D, member 1 pseudogene']
HGNC:14739	['OR6E1P']	['olfactory receptor family 6 subfamily E member 1 pseudogene', 'olfactory receptor, family 6, subfamily E, member 1 pseudogene']
HGNC:14707	['OR6J1', 'OR6J2', 'OR6J1P']	['olfactory receptor family 6 subfamily J member 1 (gene/pseudogene)', 'olfactory receptor, family 6, subfamily J, member 1', 'olfactory receptor, family 6, subfamily J, member 1 (gene/pseudogene)']
HGNC:15029	['OR6K2']	['olfactory receptor family 6 subfamily K member 2', 'olfactory receptor, family 6, subfamily K, member 2']
HGNC:15031	['OR6K4P']	['olfactory receptor family 6 subfamily K member 4 pseudogene', 'olfactory receptor, family 6, subfamily K, member 4 pseudogene']
HGNC:15033	['OR6K6']	['olfactory receptor family 6 subfamily K member 6', 'olfactory receptor, family 6, subfamily K, member 6']
HGNC:15125	['OR6L2P']	['olfactory receptor family 6 subfamily L member 2 pseudogene', 'olfactory receptor, family 6, subfamily L, member 2 pseudogene']
HGNC:14713	['OR6M2P']	['olfactory receptor family 6 subfamily M member 2 pseudogene', 'olfactory receptor, family 6, subfamily M, member 2 pseudogene']
HGNC:15034	['OR6N1']	['olfactory receptor family 6 subfamily N member 1', 'olfactory receptor, family 6, subfamily N, member 1']
HGNC:15036	['OR6P1']	['olfactory receptor family 6 subfamily P member 1', 'olfactory receptor, family 6, subfamily P, member 1']
HGNC:15037	['OR6R1P']	['olfactory receptor family 6 subfamily R member 1 pseudogene', 'olfactory receptor, family 6, subfamily R, member 1 pseudogene']
HGNC:15363	['OR6S1', 'OR6S1Q']	['olfactory receptor family 6 subfamily S member 1', 'olfactory receptor, family 6, subfamily S, member 1']
HGNC:19631	['OR6U2P', 'OR6U1P']	['olfactory receptor family 6 subfamily U member 2 pseudogene', 'olfactory receptor, family 6, subfamily U, member 2 pseudogene']
HGNC:15091	['OR6W1P', 'sdolf', 'OR6W1']	['olfactory receptor family 6 subfamily W member 1 pseudogene', 'olfactory receptor, family 6, subfamily W, member 1 pseudogene']
HGNC:14823	['OR6Y1', 'OR6Y2']	['olfactory receptor family 6 subfamily Y member 1', 'olfactory receptor, family 6, subfamily Y, member 1']
HGNC:8370	['OR7A2P', 'hg1003', 'OR19-18', 'OLF4p', 'OR7A7', 'OR7A2']	['olfactory receptor family 7 subfamily A member 2 pseudogene', 'olfactory receptor, family 7, subfamily A, member 2 pseudogene']
HGNC:8368	['OR7A5', 'HTPCR2']	['olfactory receptor family 7 subfamily A member 5', 'olfactory receptor, family 7, subfamily A, member 5 pseudogene', 'olfactory receptor, family 7, subfamily A, member 5']
HGNC:8356	['OR7A10']	['olfactory receptor family 7 subfamily A member 10', 'olfactory receptor, family 7, subfamily A, member 10']
HGNC:8361	['OR7A15P', 'OR19-134', 'OR19-1', 'OR19-146', 'OR7A4P', 'OR7A16P', 'OR7A20P']	['olfactory receptor family 7 subfamily A member 15 pseudogene', 'olfactory receptor, family 7, subfamily A, member 15 pseudogene']
HGNC:15399	['OR7A18P']	['olfactory receptor family 7 subfamily A member 18 pseudogene', 'olfactory receptor, family 7, subfamily A, member 18 pseudogene']
HGNC:8373	['OR7C1', 'OR19-5', 'OR7C4']	['olfactory receptor family 7 subfamily C member 1', 'olfactory receptor, family 7, subfamily C, member 1']
HGNC:8377	['OR7D1P', 'OR19-A', 'OR7D3P', 'OR7D3']	['olfactory receptor family 7 subfamily D member 1 pseudogene', 'olfactory receptor, family 7, subfamily D, member 1 pseudogene']
HGNC:8380	['OR7D4', 'hg105', 'OR19-B', 'OR7D4P']	['olfactory receptor family 7 subfamily D member 4', 'olfactory receptor, family 7, subfamily D, member 4']
HGNC:8391	['OR7E1P']	['olfactory receptor family 7 subfamily E member 1 pseudogene', 'olfactory receptor, family 7, subfamily E, member 1 pseudogene']
HGNC:8424	['OR7E4P', 'OR11-11a', 'OR7F4P']	['olfactory receptor family 7 subfamily E member 4 pseudogene', 'olfactory receptor, family 7, subfamily E, member 4 pseudogene']
HGNC:8457	['OR7E7P']	['olfactory receptor family 7 subfamily E member 7 pseudogene', 'olfactory receptor, family 7, subfamily E, member 7 pseudogene']
HGNC:8459	['OR7E9P']	['entry withdrawn']
HGNC:8382	['OR7E11P', 'OR11-2', 'OR7E144P']	['olfactory receptor family 7 subfamily E member 11 pseudogene', 'olfactory receptor, family 7, subfamily E, member 11 pseudogene']
HGNC:8384	['OR7E13P', 'OR11-4']	['olfactory receptor family 7 subfamily E member 13 pseudogene', 'olfactory receptor, family 7, subfamily E, member 13 pseudogene']
HGNC:8386	['OR7E15P', 'OR11-392', 'OST001', 'OR7E80P', 'OR7E42P']	['olfactory receptor family 7 subfamily E member 15 pseudogene', 'olfactory receptor, family 7, subfamily E, member 15 pseudogene']
HGNC:8389	['OR7E18P', 'OR19-14', 'TPCR26', 'OR7E61', 'OR7E98P']	['olfactory receptor family 7 subfamily E member 18 pseudogene', 'olfactory receptor, family 7, subfamily E, member 18 pseudogene']
HGNC:8393	['OR7E21P', 'OR4DG', 'OST035', 'OR7E49P', 'OR7E127P']	['olfactory receptor family 7 subfamily E member 21 pseudogene', 'olfactory receptor, family 7, subfamily E, member 21 pseudogene']
HGNC:8395	['OR7E23P', 'OR21-3', 'OR7E92P']	['olfactory receptor family 7 subfamily E member 23 pseudogene', 'olfactory receptor, family 7, subfamily E, member 23 pseudogene']
HGNC:8397	['OR7E25P', 'OR19-C', 'CIT-B-440L2']	['olfactory receptor family 7 subfamily E member 25 pseudogene', 'olfactory receptor, family 7, subfamily E, member 25 pseudogene']
HGNC:8400	['OR7E28P', 'OST128', 'hg616', 'OR7E133P', 'OR7E107P', 'OR7E27P']	['olfactory receptor family 7 subfamily E member 28 pseudogene', 'olfactory receptor, family 7, subfamily E, member 28 pseudogene']
HGNC:8403	['OR7E30P']	['entry withdrawn']
HGNC:8406	['OR7E33P', 'hg688']	['olfactory receptor family 7 subfamily E member 33 pseudogene', 'olfactory receptor, family 7, subfamily E, member 33 pseudogene']
HGNC:8408	['OR7E35P', 'OST018', 'OR7E120']	['olfactory receptor family 7 subfamily E member 35 pseudogene', 'olfactory receptor, family 7, subfamily E, member 35 pseudogene']
HGNC:8410	['OR7E37P', 'hg533']	['olfactory receptor family 7 subfamily E member 37 pseudogene', 'olfactory receptor, family 7, subfamily E, member 37 pseudogene']
HGNC:8412	['OR7E39P', 'hg611', 'OR7E138P']	['olfactory receptor family 7 subfamily E member 39 pseudogene', 'olfactory receptor, family 7, subfamily E, member 138 pseudogene', 'olfactory receptor, family 7, subfamily E, member 39 pseudogene']
HGNC:8417	['OR7E43P', 'OR4-116']	['olfactory receptor family 7 subfamily E member 43 pseudogene', 'olfactory receptor, family 7, subfamily E, member 43 pseudogene']
HGNC:8419	['OR7E45P']	['entry withdrawn']
HGNC:8421	['OR7E47P', 'OR7E141']	['olfactory receptor family 7 subfamily E member 47 pseudogene', 'olfactory receptor, family 7, subfamily E, member 47 pseudogene']
HGNC:8427	['OR7E52P']	['entry withdrawn']
HGNC:8430	['OR7E55P', 'OR2DG', 'OR3.2', 'OST013', 'OR7E56P']	['olfactory receptor family 7 subfamily E member 55 pseudogene', 'olfactory receptor, family 7, subfamily E, member 55 pseudogene']
HGNC:8434	['OR7E59P', 'OST119', 'OR7E59', 'OR7E137P']	['olfactory receptor family 7 subfamily E member 59 pseudogene', 'olfactory receptor, family 7, subfamily E, member 59 pseudogene']
HGNC:8442	['OR7E66P', 'hg630', 'HG630', 'OR3DG', 'OR3.3', 'OR7E6P', 'OR7E20P']	['olfactory receptor family 7 subfamily E member 66 pseudogene', 'olfactory receptor, family 7, subfamily E, member 6 pseudogene', 'olfactory receptor, family 7, subfamily E, member 20 pseudogene', 'olfactory receptor, family 7, subfamily E, member 66 pseudogene']
HGNC:15442	['OR7E81P']	['entry withdrawn']
HGNC:14690	['OR7E84P', 'OST185', 'OR7E54P']	['olfactory receptor family 7 subfamily E member 84 pseudogene', 'olfactory receptor, family 7, subfamily E, member 84 pseudogene']
HGNC:14694	['OR7E86P']	['olfactory receptor family 7 subfamily E member 86 pseudogene', 'olfactory receptor, family 7, subfamily E, member 86 pseudogene']
HGNC:14730	['OR7E89P']	['olfactory receptor family 7 subfamily E member 89 pseudogene', 'olfactory receptor, family 7, subfamily E, member 89 pseudogene']
HGNC:14747	['OR7E91P']	['olfactory receptor family 7 subfamily E member 91 pseudogene', 'olfactory receptor, family 7, subfamily E, member 91 pseudogene']
HGNC:14789	['OR7E94P']	['olfactory receptor family 7 subfamily E member 94 pseudogene', 'olfactory receptor, family 7, subfamily E, member 94 pseudogene']
HGNC:14834	['OR7E97P']	['olfactory receptor family 7 subfamily E member 97 pseudogene', 'olfactory receptor, family 7, subfamily E, member 97 pseudogene']
HGNC:15048	['OR7E100P']	['olfactory receptor family 7 subfamily E member 100 pseudogene', 'olfactory receptor, family 7, subfamily E, member 100 pseudogene']
HGNC:15043	['OR7E102P', 'OR7E102']	['olfactory receptor family 7 subfamily E member 102 pseudogene', 'olfactory receptor, family 7, subfamily E, member 102 pseudogene']
HGNC:15364	['OR7E105P']	['olfactory receptor family 7 subfamily E member 105 pseudogene', 'olfactory receptor, family 7, subfamily E, member 105 pseudogene']
HGNC:15117	['OR7E108P', 'OST726']	['olfactory receptor family 7 subfamily E member 108 pseudogene', 'olfactory receptor, family 7, subfamily E, member 108 pseudogene']
HGNC:15126	['OR7E110P', 'hg674', 'OR912-109', 'OR912-46', 'OR912-108', 'OR912-110', 'hg523', 'OR7E68P', 'OR7E71P', 'OR7E72P', 'OR7E73P', 'OR7E74P', 'OR7E75P']	['olfactory receptor family 7 subfamily E member 110 pseudogene', 'olfactory receptor, family 7, subfamily E, member 110 pseudogene']
HGNC:15119	['OR7E112P']	['entry withdrawn']
HGNC:15121	['OR7E114P']	['entry withdrawn']
HGNC:15122	['OR7E116P', 'OST733']	['olfactory receptor family 7 subfamily E member 116 pseudogene', 'olfactory receptor, family 7, subfamily E, member 116 pseudogene']
HGNC:15092	['OR7E118P']	['entry withdrawn']
HGNC:15050	['OR7E122P', 'OST719']	['olfactory receptor family 7 subfamily E member 122 pseudogene', 'olfactory receptor, family 7, subfamily E, member 122 pseudogene']
HGNC:15098	['OR7E125P', 'PJCG6']	['olfactory receptor family 7 subfamily E member 125 pseudogene', 'olfactory receptor, family 7, subfamily E, member 125 pseudogene']
HGNC:15305	['OR7E128P']	['olfactory receptor family 7 subfamily E member 128 pseudogene', 'olfactory receptor, family 7, subfamily E, member 128 pseudogene']
HGNC:15053	['OR7E130P', 'OST702']	['olfactory receptor family 7 subfamily E member 130 pseudogene', 'olfactory receptor, family 7, subfamily E, member 130 pseudogene']
HGNC:19557	['OR7E136P', 'OR7E147P', 'OR7E139P']	['olfactory receptor family 7 subfamily E member 136 pseudogene', 'olfactory receptor, family 7, subfamily E, member 136 pseudogene']
HGNC:19643	['OR7E141P']	['entry withdrawn']
HGNC:19586	['OR7E143P']	['entry withdrawn']
HGNC:19642	['OR7E148P', 'OR7E150P']	['olfactory receptor family 7 subfamily E member 148 pseudogene', 'olfactory receptor, family 7, subfamily E, member 148 pseudogene']
HGNC:31309	['OR7E154P']	['olfactory receptor family 7 subfamily E member 154 pseudogene', 'olfactory receptor, family 7, subfamily E, member 154 pseudogene']
HGNC:31311	['OR7E156P']	['olfactory receptor family 7 subfamily E member 156 pseudogene', 'olfactory receptor, family 7, subfamily E, member 156 pseudogene']
HGNC:31232	['OR7E158P']	['olfactory receptor family 7 subfamily E member 158 pseudogene', 'olfactory receptor, family 7, subfamily E, member 158 pseudogene']
HGNC:31233	['OR7E160P']	['olfactory receptor family 7 subfamily E member 160 pseudogene', 'olfactory receptor, family 7, subfamily E, member 160 pseudogene']
HGNC:28374	['OR7E162P']	['olfactory receptor family 7 subfamily E member 162 pseudogene', 'olfactory receptor, family 7, subfamily E, member 162 pseudogene']
HGNC:8465	['OR7G1', 'OR19-15', 'OR7G1P']	['olfactory receptor family 7 subfamily G member 1', 'olfactory receptor, family 7, subfamily G, member 1']
HGNC:8467	['OR7G3', 'OST085']	['olfactory receptor family 7 subfamily G member 3', 'olfactory receptor, family 7, subfamily G, member 3']
HGNC:8468	['OR7H1P', 'OR7H1']	['olfactory receptor family 7 subfamily H member 1 pseudogene', 'olfactory receptor, family 7, subfamily H, member 1 pseudogene']
HGNC:15366	['OR7K1P']	['olfactory receptor family 7 subfamily K member 1 pseudogene', 'olfactory receptor, family 7, subfamily K, member 1 pseudogene']
HGNC:15128	['OR7M1P']	['olfactory receptor family 7 subfamily M member 1 pseudogene', 'olfactory receptor, family 7, subfamily M, member 1 pseudogene']
HGNC:15306	['OR8A2P']	['olfactory receptor family 8 subfamily A member 2 pseudogene', 'olfactory receptor, family 8, subfamily A, member 2 pseudogene']
HGNC:8470	['OR8B1P', 'OR11-561', 'OR8B11P']	['olfactory receptor family 8 subfamily B member 1 pseudogene', 'olfactory receptor, family 8, subfamily B, member 1 pseudogene']
HGNC:8472	['OR8B3']	['olfactory receptor family 8 subfamily B member 3', 'olfactory receptor, family 8, subfamily B, member 3']
HGNC:8474	['OR8B5P']	['olfactory receptor family 8 subfamily B member 5 pseudogene', 'olfactory receptor, family 8, subfamily B, member 5 pseudogene']
HGNC:8476	['OR8B7P', 'OR8B13P']	['olfactory receptor family 8 subfamily B member 7 pseudogene', 'olfactory receptor, family 8, subfamily B, member 7 pseudogene']
HGNC:14746	['OR8B9P']	['olfactory receptor family 8 subfamily B member 9 pseudogene', 'olfactory receptor, family 8, subfamily B, member 9 pseudogene']
HGNC:15307	['OR8B12']	['olfactory receptor family 8 subfamily B member 12', 'olfactory receptor, family 8, subfamily B, member 12']
HGNC:8481	['OR8D1', 'OST004', 'OR8D3']	['olfactory receptor family 8 subfamily D member 1', 'olfactory receptor, family 8, subfamily D, member 1']
HGNC:14840	['OR8D4']	['olfactory receptor family 8 subfamily D member 4', 'olfactory receptor, family 8, subfamily D, member 4']
HGNC:8484	['OR8G1', 'TPCR25', 'HSTPCR25', 'OR8G1P']	['olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)', 'olfactory receptor, family 8, subfamily G, member 1 pseudogene', 'olfactory receptor, family 8, subfamily G, member 1 (gene/pseudogene)']
HGNC:14698	['OR8G3P']	['olfactory receptor family 8 subfamily G member 3 pseudogene', 'olfactory receptor, family 8, subfamily G, member 3 pseudogene']
HGNC:19625	['OR8G7P']	['olfactory receptor family 8 subfamily G member 7 pseudogene', 'olfactory receptor, family 8, subfamily G, member 7 pseudogene']
HGNC:15308	['OR8H2']	['olfactory receptor family 8 subfamily H member 2', 'olfactory receptor, family 8, subfamily H, member 2']
HGNC:14828	['OR8I1P']	['olfactory receptor family 8 subfamily I member 1 pseudogene', 'olfactory receptor, family 8, subfamily I, member 1 pseudogene']
HGNC:31316	['OR8I4P']	['olfactory receptor family 8 subfamily I member 4 pseudogene', 'olfactory receptor, family 8, subfamily I, member 4 pseudogene']
HGNC:15311	['OR8J2', 'OR8J2P']	['olfactory receptor family 8 subfamily J member 2 (gene/pseudogene)', 'olfactory receptor, family 8, subfamily J, member 2 pseudogene', 'olfactory receptor, family 8, subfamily J, member 2 (gene/pseudogene)']
HGNC:14831	['OR8K1']	['olfactory receptor family 8 subfamily K member 1', 'olfactory receptor, family 8, subfamily K, member 1']
HGNC:15313	['OR8K3']	['olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)', 'olfactory receptor, family 8, subfamily K, member 3 (gene/pseudogene)']
HGNC:15315	['OR8K5']	['olfactory receptor family 8 subfamily K member 5', 'olfactory receptor, family 8, subfamily K, member 5']
HGNC:15060	['OR8N1P']	['entry withdrawn']
HGNC:15318	['OR8R1P']	['olfactory receptor family 8 subfamily R member 1 pseudogene', 'olfactory receptor, family 8, subfamily R, member 1 pseudogene']
HGNC:31317	['OR8S21P']	['olfactory receptor family 8 subfamily S member 21 pseudogene', 'olfactory receptor, family 8, subfamily S, member 21 pseudogene']
