	1
TLR1,3	85133
Ath-1	85134
achaete-scute homologue-1	85135
beta 1----6GlcNAc-transferase	85136
cyclooxygenase or lipoxygenase	85137
NUMBLIKE	85138
Growth hormone (GH) receptor	85139
Ral-binding protein 1	85140
Flavin-Kelch-Fbox-1	85141
GLaz	85142
Low-density lipoprotein receptor-related protein-1	85143
Cavin1	85144
Nuclear receptor subfamily 4 group A member 1	85145
poly (ADP ribose) polymerase 1	85146
SNF5/INI1	85147
structural maintenance of chromosomes 4	85148
cyclin-dependent kinase-9	85149
structural maintenance of chromosomes 1	85150
Bir1p	85151
cyclin-dependent kinase-8	85152
poly (ADP-ribose) polymerase	85153
Ecel1	85154
cGMP-dependent protein kinase-1	85155
CP26	85156
CP24	85157
Ornithine decarboxylase antizyme  1	85158
b=-0.065	85159
Crtam	85160
IL-2ra	85161
EG- FR	85162
b=-0.062	85163
Tac-1	85164
robo1	85165
robo3	85166
robo2	85167
robo4	85168
ETBR	85169
Lc(3)Cer) synthase	85170
translationally controlled tumor protein	85171
Human leukocyte antigen-G	85172
PTPRQ	85173
AtPAP10	85174
Signal transducer and activator of transcription (STAT) 3	85175
B1, D1 and D2	85176
cyclin-dependent kinase-1	85177
Insulin-like growth factor II (Igf-II	85178
Crtap	85179
GFAP-GDNF	85180
IFN-aR1 and IFN-aR2	85181
Aldo-keto reductase family 1 member C4	85182
sulfatase	85183
vesicular acetylcholine transporters	85184
extracellular regulated kinase 1/2 and AKT	85185
Cinnamoyl-CoA reductase	85186
vascular permeability factor	85187
micro RNA (miR)-21	85188
TGF-b receptor I and II	85189
carbon anhydrase IX	85190
E(spl)-M8	85191
Kog1p	85192
BRCC45	85193
carbonic anhydrase type XII	85194
anti-IgE	85195
Puf5p	85196
nuclear transport factor 2	85197
protein kinase A and C	85198
SLC35F2	85199
Oct6	85200
Oct7	85201
Oct4	85202
ROR-a	85203
Oct2	85204
Oct3	85205
PARC	85206
Oct1	85207
zinc figure protein 618	85208
T helper cell-type (Th) 1	85209
Nuclear factor erythroid 2-like 2	85210
Signal transducer and activator of transcription (STAT) 1	85211
LMAN1L	85212
TRMT112	85213
Ser/Arg (SR)-related protein	85214
hBcl2	85215
VEGFR 3	85216
VEGFR 2	85217
TSPAN10	85218
TSPAN11	85219
TSPAN12	85220
TSPAN13	85221
TSPAN14	85222
USP2	85223
dn-PPARy	85224
Smads1/5/8	85225
Edc3	85226
Edc1	85227
Scavenger receptor, class B, type I	85228
Edc4	85229
Drosophila Ge-1 (dGe-1	85230
cytokeratins-5/6 and -14	85231
fliC-H2, -H11, and -H25	85232
Septin 8	85233
Nek10	85234
Melanin-concentrating hormone receptor 2	85235
RAR beta	85236
MT-ND1	85237
MT-ND2	85238
MT-ND3	85239
MT-ND4	85240
MT-ND5	85241
MT-ND6	85242
junctophilin 1	85243
ANT-1	85244
ANT-2	85245
Transient Receptor Potential Vanilloid type 1 channel	85246
APP-/- and APPa	85247
EAF1	85248
EAF2	85249
DNA 43	85250
FOXF1	85251
FOXF2	85252
Zn-alpha2-glycoprotein	85253
HP1c	85254
PTC 1 and 3	85255
NR2 A\B	85256
HIV-1 NC(Gag)	85257
CDDO-TFEA	85258
serum-free 2i/LIF	85259
acyl-coenzyme A cholesterol acyltransferase-2	85260
FBXW5	85261
catL	85262
IL-2-R alpha	85263
prostate-apoptosis-response 4	85264
adenosine deaminase (ADA) 2	85265
NKG2C and -E	85266
KIAA1644	85267
mitochondrial ribosomal protein L12	85268
calbindin D-28k	85269
ISL LIM homeobox 1	85270
HSD17B1	85271
miR-4419b	85272
ANT-C	85273
Sas-6	85274
Upc2	85275
calponin-1	85276
mitochondrial ribosomal protein L19	85277
SYNCRIP	85278
HSD17B3	85279
nrf3	85280
N-Deacetylase-N-sulfotransferase 1	85281
C-terminal binding protein 2	85282
zinc importers	85283
C-terminal binding protein 1	85284
Ubiquitin conjugating enzyme 9	85285
HSD17B5	85286
Apol7a	85287
AtSKI8	85288
Apol7c	85289
ttll-4	85290
calcium binding protein 1	85291
C3c, C3d	85292
Zim1	85293
ORC-1	85294
von Hippel-Lindau protein	85295
HLCS1	85296
wrky42	85297
desmoyokin	85298
ALDH3B3	85299
ALG8	85300
ALG9	85301
miR-602	85302
Cytokeratin-20	85303
interferon alpha	85304
miR-601	85305
ALG2	85306
ALG3	85307
ALG1	85308
ALG6	85309
galactocerebrosidase	85310
miR-608	85311
c-fms	85312
Corticotropin releasing factor binding protein	85313
Urh1	85314
WIF1	85315
eu-karyotic translation initiation factor 2a	85316
PrP (C)	85317
HHT-2	85318
miR-540	85319
light-harvesting complex stress related 1	85320
Urokinase plasminogen activator	85321
-R2, and -R3	85322
nSMase	85323
monocyte-macrophage colony-stimulating factor	85324
mitogen activated protein kinase kinase kinase kinase 4	85325
caspases -9, -3, and -7	85326
INSL5	85327
MT-3 and MT-1E	85328
INSL7	85329
INSL6	85330
INSL3	85331
AtPUB9 and Arabidopsis Receptor Kinase2	85332
HGF/MET	85333
histamine H2-receptor	85334
Cacna2d2	85335
DDX1 or 14-3-3	85336
hornerin	85337
TRAF3-interacting protein 3	85338
phytoalexin-deficient 3	85339
ELMOD1	85340
BLA-DQB	85341
programmed death-ligand 2	85342
gpx7	85343
areg	85344
PDGF.B	85345
L-glutamic acid60-L-alanine30-L-tyrosine10	85346
leucine zipper putative tumor suppressor 1	85347
X-box binding protein (XBP)-1	85348
pcdh18a	85349
G protein receptor kinase-2	85350
neutrophil peptide (HNP)-1	85351
T-BOX5	85352
Fibroblast Growth Factors (FGF) 1 and 2	85353
hydroxylysine kinase	85354
extracellular signal-regulated kinase 1/2, and matrix metalloproteinase-2	85355
Ndufv1	85356
7-transmembrane receptor	85357
RDM1	85358
Integrin alpha-V/beta-3	85359
Ugt1a	85360
LysM-RLK	85361
microRNA (miR)-96	85362
growth arrest- and DNA damage-inducible gene 153	85363
FLAGELLIN SENSING2	85364
calstabin2	85365
indoleamine 2,3 dioxygenase	85366
receptor/protein tyrosine kinase	85367
wrky46	85368
PDX1	85369
p210BCR-ABL1	85370
Glucagon-like peptide 1 receptors	85371
interferon (IFN)-a	85372
TASK1	85373
Adenine nucleotide translocase-2	85374
TASK3	85375
JBS	85376
interleukins -4, -17A and -10 and of interferon-gamma	85377
c-ret	85378
Spermidine synthase	85379
CD14(+) human leukocyte antigen-antigen D-related	85380
Transketolase	85381
Ras/Raf/mitogen-activated protein kinase	85382
IL10R	85383
Ecm33	85384
M-CSF and EPO	85385
CHRAC14	85386
interferon (IFN)-y	85387
microRNA-378	85388
neural precursor cell expressed, developmentally down-regulated 9	85389
neural precursor cell expressed, developmentally down-regulated 8	85390
T-cell leukemia/lymphoma 1	85391
GA20ox4	85392
GA20ox5	85393
GA20ox2	85394
Igf-1	85395
APOE   2/3, 6	85396
GA20ox1	85397
Nkx2-6	85398
lp_1002	85399
VEGFR1 and -2	85400
VEGFR1 and -3	85401
IL-6, receptor activator of nuclear factor kappa-B	85402
DP97	85403
let-7f-2	85404
AtMYB44	85405
pRL120207	85406
PP6 (protein phosphatase 6	85407
pheophytinase	85408
interleukin-1, interferon-gamma	85409
Cdc2a	85410
ECE-1/-2	85411
OPN4X	85412
beta-LPH	85413
Bcl-associated X protein	85414
T2-SIR	85415
SEF-2	85416
Na(+)/H(+) exchanger member 9	85417
Drosophila inhibitor of apoptosis 1	85418
aquaporin-1 and Na(+)/H(+) exchanger 1	85419
ZFM1	85420
RNA-binding Protein	85421
TRX-related (TRR)	85422
ETR	85423
IL12/23	85424
N3	85425
protein-interacting with C kinase-1	85426
Type 1 angiotensin II receptor	85427
HSP90AB2P	85428
Densin	85429
Igf-I	85430
Ptf1A	85431
epidermal growth factor receptor (HER)3	85432
OPN4x	85433
Ryanodine receptor	85434
interleukin-1 receptor types I and II	85435
Cdc28	85436
Cdc27	85437
Cdc25	85438
Cdc24	85439
Cdc23	85440
multiplexin	85441
tuberous sclerosis complex protein 1	85442
Cdc20	85443
IGF-I) and its binding protein	85444
Ira2	85445
protein-kinase-C	85446
macrophage-chemoattractant-protein-1	85447
Ira1	85448
Igf-i	85449
ItgaM	85450
cholecystokinin2-receptor	85451
LEPTIN	85452
Galnt12	85453
fgLH2	85454
NPTX1	85455
Insulin and Insulin Resistance Among	85456
fgLH1	85457
tubulin alpha 8	85458
hypoxia-inducible factor (HIF) 1 and 2	85459
GF1	85460
VHA-B2	85461
platelet-derived growth factor subunit B	85462
C-X-C motif ligand (CXCL) 10	85463
poly (A) binding protein interacting protein 2	85464
miR-890	85465
sphingosine-1-phosphate (S1P) receptor-1	85466
Thymic stromal lymphopoietin	85467
toll-like receptor4	85468
adenylyltransferase	85469
Pyrroline-5-carboxylate synthetase 1	85470
AtPP5	85471
PSA, neuron specific enolase	85472
SEDLIN	85473
STAT-5A and -5	85474
prolactin (PRL) receptor	85475
Bcl2A1	85476
CD2 associated protein	85477
PEN-2	85478
heat shock protein b  -1	85479
Nicotinic acid receptor	85480
fructosamine-3-kinase	85481
DR D2	85482
Stra13	85483
p47phox(-/-)	85484
NOEY2	85485
cytochrome P-450(14DM	85486
CASPASE3	85487
GATA-1/2, PU.1	85488
otk	85489
Protein Phosphatase 1	85490
peroxisome proliferator-activated receptor gamma coactivator 1a	85491
DQB1 and 9 DQA1	85492
syntaxin-13	85493
BR2.2	85494
HMGB-1	85495
Nox1, 2, and 4	85496
anti-CD40/interleukin (IL)-4	85497
VEGFR-2/kinase insert domain receptor	85498
glutathione-dependent formaldehyde dehydrogenase	85499
GFR	85500
MEAF6	85501
small ubiquitin-like modifier 4	85502
small ubiquitin-like modifier 1	85503
Steroyl O-acyltransferase 2	85504
risk ratio (aRR) 1	85505
UDP-glucuronosyltransferase 2 family, polypeptide B17	85506
Bcnt	85507
Dmca1D	85508
slc35a2	85509
dMekk1	85510
UBCH5	85511
TCTEX1D2	85512
repro27	85513
GFA	85514
ZNF652	85515
kininogen-1 and insulin-like growth factor binding protein-6	85516
CoQ(9)	85517
MiR-130b	85518
Tumor necrosis factor- a	85519
extracellular signal-regulated kinase 1,2	85520
GST-A1	85521
HPS type 2	85522
HPS type 1	85523
IKKe	85524
glycoprotein non-metastatic melanoma protein b	85525
MP78	85526
c- Myc	85527
IKKa	85528
serine peptidase inhibitor clade E member (SERPINE) 1	85529
IKKb	85530
Y1 and Y5	85531
alpha- and beta-tubulin	85532
IKKi	85533
Pep3	85534
MPK11	85535
STAB-1	85536
MBL-associated protein of 19 kDa	85537
POC1B	85538
RAPH1	85539
B cell lymphoma (Bcl)-2	85540
TGF-beta(1	85541
HO-1, AKR1C	85542
STIM1-CT	85543
glycoprotein non-metastatic melanoma protein B	85544
IKKG	85545
Rrp6p	85546
IKKA	85547
Pep7	85548
CBP 20	85549
alpha 1----4 galactosyltransferase	85550
VEGF and selectin	85551
KV1.5 and 5	85552
nrf1	85553
IKKI	85554
apoptotic protease-activating factor-1	85555
Aconitate hydratase 2	85556
Sperm-associated antigen 11A	85557
IKK1	85558
IKK2	85559
RFX4	85560
Mcl-1s	85561
TRXR1	85562
b-Site amyloid precursor protein convertase enzyme 1	85563
spin 1	85564
APOE    4	85565
c-RAF	85566
IL-30	85567
MMP-1, -3, -9, and -13	85568
MMP-1, -3, -9, and -12	85569
p38/mitogen-activated protein kinase	85570
IGF2 P3 and P4	85571
Sterile alpha motif domain-containing 11	85572
Alpha kinase-1	85573
hLincRNA-p21	85574
LRG-47	85575
Golgi phosphoprotein 2	85576
Golgi phosphoprotein 3	85577
Golgi phosphoprotein 1	85578
CF Transmembrane Conductance Regulator	85579
TRA-3	85580
dopamine- and cAMP-regulated phosphoprotein of 32kDa	85581
BLAME	85582
Int-11	85583
IL-31	85584
DuoxA1	85585
and 1 and 4	85586
dynamin-2	85587
Aryl hydrocarbon receptor nuclear translocator-like	85588
farl-11	85589
Retinoic Acid Receptor Alpha	85590
complement C1qa, factor B, and factor B/C2	85591
NOD1,2	85592
AtCHX24	85593
Pv	85594
FOXC1-MDA-MB-231	85595
cytochrome P(450)	85596
Pu	85597
MA(ADP)	85598
Pb	85599
Pc	85600
CCR2-red fluorescent protein	85601
glucagon-like Peptide 1	85602
cytotoxic T lymphocyte antigen 4	85603
grp2	85604
Na+-K+-2Cl(-) cotransporter type 1	85605
Beta-Catenin	85606
Ph	85607
tumour necrosis factor- (TNF-) alpha	85608
Regulator of Cullins-1	85609
IGH+IGK	85610
Ca(V)	85611
Dal81	85612
PR	85613
GLDH	85614
PP	85615
RFX7	85616
PV	85617
PT	85618
RFamide-related peptide	85619
hypoxia inducible factor (HIF)-2a	85620
GLDC	85621
NK1-receptor	85622
Receptor-Interacting Protein 140	85623
Hepatocellular carcinoma (HCC)	85624
PC	85625
death receptor (DR)4	85626
IGFR-1	85627
PG	85628
NmU-1R	85629
IGFR-2	85630
PK	85631
Camk2n1	85632
PI	85633
PL	85634
PM	85635
P2	85636
P3	85637
Jade-1	85638
P1	85639
Kcs1	85640
P4	85641
exp-2	85642
Kcnq2/3	85643
Mtm1	85644
DHRS12	85645
DGUOK	85646
fasting induced adipose factor	85647
cat8	85648
P 	85649
cyclin-B1	85650
rsc8	85651
histamine-releasing factor	85652
CD33(+)CD11b	85653
Piezo1/2	85654
TCP=7	85655
Ctf19	85656
S6K1 and ribosomal protein S6	85657
MAP1LC3B2	85658
MAK10	85659
Hmgn3	85660
Dyn2	85661
Dyn1	85662
apo A-II FCR	85663
Ildr1	85664
5-AMP-activated protein kinase	85665
Complement Receptor Ig	85666
HTZ-1	85667
transforming GF-a	85668
Dmrt3	85669
tsg	85670
SOFL1	85671
inducible-nitric-oxide-synthase	85672
Sec23A	85673
Bradykinin-B2-receptor	85674
Ypc1	85675
Leu5]- and [17O-Gly3	85676
Vitamin D3 up-regulated protein 1	85677
COX-VIc	85678
Mas-related gene X2	85679
PAX8-PPARgamma	85680
SHFM	85681
bone morphogenetic protein 8b	85682
voltage-gated potassium channel (Kv) 4.3	85683
bone morphogenetic protein 8a	85684
mini-chromosome maintenance protein 3	85685
CAPS1	85686
CAPS2	85687
exocyst complex component 3-like 2	85688
Na+-K+-2Cl- co-transporter isoform 1	85689
HETEROCHROMATIN PROTEIN1	85690
Cd74	85691
ADIPOR2	85692
Cd72	85693
ADIPOR1	85694
Dcxr	85695
prolyl-isomerase Pin1 (peptidylprolyl cis/trans isomerase, NIMA-interacting 1	85696
Su(H)/Lag-1	85697
Trypsin domain-containing 1	85698
4eBP	85699
G3BP-1	85700
MTLn3-epidermal growth factor receptor	85701
Unc-89	85702
pSMC-2	85703
Th2-interleukin 4	85704
Myo3A	85705
FAM22A/B fusion gene, the generated 14-3-3	85706
nuclear factor of activated T cells, cytoplasmic 1	85707
BAK1-LIKE1	85708
RAMP 3	85709
NUTM2A/B	85710
RAMP 1	85711
Duodenal cytochrome b	85712
IGBP1	85713
methionine transferase reductase	85714
gsl8	85715
LOX-5	85716
Mup-1	85717
Toll like receptor (TLR) 3	85718
Atp8a2	85719
programmed cell death, protein 4	85720
receptor activator of nuclear factor-kappaB (NFkappaB) ligand	85721
GGTLA4	85722
UGT1B1	85723
galectin-4, -8 and -9	85724
Nalp9a	85725
calmegin	85726
SIGN-R3	85727
TPD52L1	85728
tissue inhibitor of metalloprotease 1	85729
tissue inhibitor of metalloprotease 2	85730
EOLA1	85731
IGF-I and insulin receptor	85732
ribosomal protein s6	85733
Ralgds	85734
gamma-seminoprotein	85735
cyclic adenosine monophosphate (cAMP) response element binding protein 1	85736
tyrosine receptor kinase C	85737
CAPSL	85738
Pantothenate kinase 1	85739
THIOREDOXIN INTERACTING PROTEIN	85740
Rv1683	85741
miR-82	85742
miR-81	85743
miR-80	85744
ETHYLENE INSENSITIVE4	85745
Cmt2	85746
ORF2/2/3	85747
miR-84	85748
Angiotensin II (Ang II	85749
Trx3p	85750
NF- kappaB inducing kinase	85751
ionized calcium-binding adapter molecule 1	85752
adenosine A(1) receptor (A1R	85753
D1 and D2 receptors	85754
Mpi-1	85755
CDA1	85756
SALM1	85757
MEK1(WT)	85758
differentiated embryo-chondrocyte-expressed gene 1	85759
GCL catalytic subunit	85760
I-10. I-3 and I-0	85761
Small nucleolar RNA 42	85762
USP9X	85763
USP9Y	85764
PKS4	85765
GnRH receptor	85766
bhlhb5	85767
LQT11	85768
DRG-1	85769
Calcitonin Receptor-Like-Receptor and Receptor Activity Modifying Protein1	85770
neonatal Fc-receptor	85771
P27/KIP1	85772
Zfh1	85773
ENPL-1	85774
CD118	85775
CD119	85776
CD114	85777
CD115	85778
CD116	85779
CD117	85780
CD110	85781
CD111	85782
CD112	85783
MiR-30d	85784
R16F1/R1	85785
USP9x	85786
ZFP42	85787
Apoa-4	85788
Knl1	85789
IFL and B-IFL	85790
mrp1	85791
mrp3	85792
mrp2	85793
mrp5	85794
mrp4	85795
ppary	85796
NPTXR	85797
retinoic-acid receptor alpha	85798
TET-1	85799
Myelin Basic Protein	85800
muskelin and 14-3-3	85801
mCyp27b1	85802
Fibroblast Growth Factor 19	85803
hFHC	85804
Lao	85805
Fragile Histidine Triad	85806
MIC >1	85807
Cyp2c38	85808
CD11A	85809
CD11B	85810
CD11C	85811
P-type glycoproteins	85812
FAF 1	85813
HRG	85814
interferon regulatory factor (IRF) 5	85815
UTP14A	85816
bmp-7	85817
Activating Transcription Factor 3	85818
Bud1p	85819
bmp-2	85820
Activating Transcription Factor 4	85821
Activating Transcription Factor 5	85822
chemokine	85823
IL2 receptor	85824
lin-17	85825
Janus kinase 1	85826
Janus kinase 2	85827
Janus kinase 3	85828
CD11d	85829
MiR-302	85830
MiR-300	85831
De-etiolated 1	85832
CD11a	85833
CD11b	85834
CD11c	85835
glucose-transporter 4	85836
b3 integrin, receptor protein tyrosine phosphatase beta/zeta (RPTPb/	85837
FYVE-CENT	85838
Proline-rich Akt substrate of 40kDa	85839
glucose-transporter 1	85840
cholecystokinin A and B receptor	85841
hIL-1b	85842
P4) and (pregnancy-associated placental protein-A	85843
SIGLEC-8	85844
Receptor for hyaluronic acid-mediated motility	85845
p selectin	85846
DNA cross-link repair 1C	85847
c-jun N-terminal KINASE	85848
Germ cell nuclear factor	85849
dSMA	85850
interleukin 1 receptor antagonist gene	85851
tryptophan-2, 3-dioxygenase	85852
mir-30d	85853
C-C motif chemokine 2	85854
Rpl12b	85855
Rpl12a	85856
Ornithine carbamoyltransferase	85857
proprotein convertase substilisin/kexin type 9	85858
glutamate-cysteine ligase catalytic subunit (GCLc)	85859
Protein Tyrosine Phosphatase Nonreceptor 22	85860
glypican-2	85861
SHATI	85862
BmFancD2	85863
estrogen-receptor a	85864
HS1.2	85865
glypican-3	85866
Hsp90ab1	85867
Taci	85868
SIGLEC-3	85869
TNF and LTa3	85870
IGF I(insulin-like growth factor I	85871
proCaspase3	85872
Wapl	85873
ClTH	85874
CDC50B	85875
CAF1p55	85876
leptin-receptor (sLeptin-receptor	85877
NK-4	85878
SIGLEC-1	85879
orexin A	85880
BRG-/BRM-associated factor	85881
orexin B	85882
ADRA1	85883
MYO1C	85884
5-HTR2C	85885
ADRA2	85886
Ubp3-C469A	85887
p21CIP-1	85888
MYO1B	85889
c  -Jun N  -terminal kinase  -1	85890
Rbm35a	85891
GRK-2	85892
hIL-11	85893
hIL-10	85894
Inducible NO Synthase	85895
TNF/IFN-gamma	85896
reversion-inducing cysteine-rich protein with Kazal motifs	85897
secreted cyclophilin-like protein	85898
b=-0.308	85899
rab4	85900
ATP-binding membrane cassette transporter A-1	85901
colony  -stimulating factor  -1	85902
Metallothionein 2	85903
Her2/neu-, ER+ PR- Her2/neu-, ER+ PR+ Her2/neu+, ER+ PRHer2/ neu+, ER- PR- Her2/neu+, ER- PR- Her2/neu	85904
rab7	85905
CCM1/2	85906
Pro alpha	85907
Immunoglobulin-like transcript 2	85908
Tac2	85909
Tac3	85910
KRTAP10-3	85911
nPTB34	85912
Prepro-ghrelin	85913
hsa-mir-567	85914
TFIIIA	85915
TFIIIB	85916
E1B 19-kDa-interacting protein (BNIP3	85917
Prostaglandin reductase-1	85918
lecithin/cholesterol acyltransferase	85919
ifi27	85920
mtRNAP	85921
SERCA1	85922
SERCA2	85923
SERCA3	85924
G6pase	85925
heat shock protein 90 kD	85926
CCL-2/11/17/20	85927
endothelin-1 and -3	85928
lin-12	85929
redox-responsive transcription factor 1	85930
podocalyxin	85931
E2/E2 and E4/E4	85932
endoplasmic reticulum aminopeptidase 2	85933
SLC25A37	85934
SLC25A36	85935
grpE	85936
GPBAR1	85937
MMP-2/3/9	85938
G-2	85939
G-1	85940
mouse double minute 2	85941
doublesex/mab-3 related transcription factor 1	85942
tissue inhibitors of metalloproteinases (TIMP)-2	85943
2E6	85944
b-myosin heavy chain	85945
U1-70K	85946
heparin-binding EGF-like Growth Factor	85947
FAIM-L	85948
arrestin beta 2	85949
Mel-18	85950
CA-B	85951
TUBA1C	85952
TUBA1B	85953
TUBA1A	85954
Est3p	85955
IGSF10	85956
IGSF11	85957
hsa-miR-150	85958
spi1b	85959
hsa-miR-152	85960
SCAF	85961
lam-1	85962
lam-3	85963
cartilage olimeric matrix protein (COMP) and metalloproteinase-3 (MMP-3	85964
EcoRII Methyltransferase	85965
Alpha-1	85966
p120 Catenin	85967
Glutaredoxin 2	85968
Heat shock protein (HSP) 47	85969
Glutaredoxin 1	85970
MEF2A and 2D	85971
PKC theta	85972
Phosphatidylserine Receptor	85973
Club cell protein 16	85974
RIMKLA	85975
Cysteine-Rich Secretory Protein	85976
NFC101	85977
CIPC and 9	85978
Ccl2 and chemokine receptor Cxcr4	85979
mCD83	85980
C3a receptor	85981
CD11b(+) Gr1(+) F4	85982
PPP1	85983
hsa-miR-15a	85984
miR-1322	85985
HEN methyltransferase 1	85986
hsa-miR-15b	85987
brain expressed X-linked 1	85988
BCOR Genetic Abnormalities	85989
CRK-like	85990
miR-1324	85991
leukotriene C4 synthase	85992
SPG 54	85993
PGBD1	85994
tropomyosin-related kinase-fused gene, kinesin family member 5B, kinesin light chain 1	85995
CD14-D	85996
fla1-1	85997
Transforming-Growth-Factor-(TGF)-beta1	85998
Garp	85999
CCAAT/enhancer binding protein-	86000
extracellular signal-related kinase (ERK)-1/2	86001
BH3-interacting domain death agonist	86002
JK218	86003
BCK	86004
scFv-C7	86005
dipeptidyl-peptidase (DPP)-4	86006
Ttpa	86007
cannabinoid receptor type 1	86008
reelin	86009
autosomal dominant RP	86010
chemoattractant receptor-homologous molecule expressed on T-helper type 2 cells	86011
Ard1	86012
STOM	86013
ATP binding casette transporter A1	86014
IGF-1 (insulin-like growth factor-1	86015
La Autoantigen	86016
HOMEODOMAIN GLABROUS11	86017
zinc finger protein 191	86018
LGALS13	86019
Sts-1(PGM)	86020
yrk	86021
metalloproteinase (MMP)-9	86022
LGALS15	86023
LGALS14	86024
leukocyte antigen (HLA)-class I	86025
metalloproteinase (MMP)-7	86026
cationic antimicrobial protein of 37 kDa	86027
metalloproteinase (MMP)-1	86028
multiple drug resistance 1	86029
metalloproteinase (MMP)-2	86030
U2AF	86031
AUXIN RESISTANT3	86032
MRDS1	86033
beta4	86034
AUXIN RESISTANT6	86035
Tecrl	86036
PRISM-SRM	86037
IGFBP -1, -2, -6 and -7	86038
SAM68	86039
Rpl8	86040
Rpl9	86041
bone morphogenetic protein receptor type (BMPR)-IB	86042
Rpl5	86043
glucose-regulated protein, 78  kDa	86044
Rpl3	86045
vascular epithelial growth factor A	86046
Formaldehyde dehydrogenase	86047
tissue inhibitor of matrix metalloproteinase-1	86048
caspase- 3	86049
Bud14	86050
tissue inhibitor of matrix metalloproteinase-4	86051
AQP1, -2, -3, -4, and -5	86052
p-p65, p-IkBa	86053
caspase- 9	86054
Bud13	86055
snx-1	86056
ces-2	86057
IFN-aR1 and IFN-aR2c, or IFN-  R1	86058
GIPR	86059
CONTROL and ART	86060
crmp2	86061
Xvent-2	86062
Retinophilin	86063
crmp5	86064
tissue-type plasminogen activator (tPA) and plasminogen activator inhibitor (PAI)-1	86065
STO1	86066
GCS-1	86067
PD-1 and DeltaPD-1	86068
Cntn2	86069
Cntn3	86070
Cntn1	86071
Cntn4	86072
GLI pathogenesis-related 1	86073
AKT-aro	86074
interferons (IFNs)-alpha 1 and -alpha 4	86075
smyd1	86076
FatA	86077
SATB1/2	86078
CRHR-1	86079
HIF1a  -AS1	86080
SSRP1	86081
JNK and nuclear factor	86082
elongation factor (EF)-G	86083
Transmembrane protein 27	86084
Myristoylated alanine-rich C kinase substrate	86085
tafazzin	86086
tumor necrosis factor receptor superfamily, member 10b	86087
CPA, 1	86088
IL-1b, -6, -8	86089
phosphoglycerate kinase1, fructose-1,6-bisphosphate aldolase	86090
HoxB2	86091
CD10(+)	86092
ndj1	86093
Angiotension II	86094
SMC-5	86095
Os-C	86096
CL 1, 2, 3, and 4	86097
SMC-3	86098
RANKL/OPG (receptor activator of nuclear factor kB ligand/osteoprotegerin	86099
aldehyde dehydrogenase1	86100
hMSH2-hMSH6 heterodimer) and hMutSb	86101
TIMPs (-1, -3, and -4	86102
D-CblL	86103
HAC1p	86104
mHCN4	86105
tumor necrosis factor receptor superfamily, member 10D	86106
MMP-2, -8, -9 and -20	86107
C1orf170	86108
glip1	86109
HLAdrb5	86110
Ugt1	86111
Ugt2	86112
n-NOS	86113
RECOGNITION OF PERONOSPORA PARASITICA 4	86114
Non-structural protein 5	86115
Ugt8	86116
tissue inhibitor of metallopropteinase-1	86117
bromodomain containing protein 4	86118
PCFT	86119
IL1   B	86120
Vascular endothelial cadherin	86121
Perinatal	86122
Zat12	86123
LMO-2	86124
BclxL	86125
AIF-1	86126
P21(Waf/cip1	86127
LIM Kinase	86128
endophilin II I	86129
SGF29	86130
efemp2	86131
TPH1, 5HT1B	86132
proto-oncogene c-KIT	86133
carbohydrate binding protein 35	86134
PLEIAD	86135
Fat3	86136
rdr6	86137
Fat1	86138
cyclooxygenase (COX)-1; and 2	86139
aspartate aminotransferases	86140
Fat4	86141
programmed cell death protein-1	86142
Ypt31p	86143
Bclxl	86144
Apo E4	86145
Apo E3	86146
Apo E2	86147
Myosin heavy chain 11	86148
Integrin alpha(5)	86149
insulin growth factor (IGF)-1	86150
NYX	86151
LPAP	86152
type 1 interferon (IFN)	86153
Vegf receptor-3	86154
MEK/extracellular regulated protein kinase	86155
calcium channel, voltage-dependent, alpha-2/delta subunit 1	86156
inositol-requiring enzyme (Ire)1a	86157
MAP1-LC3A	86158
osm-8	86159
carnitine palmitoyltransferase (CPT)-1a	86160
mitochondrial biogenesis [(peroxisome proliferator-activated receptor-y coactivator-1 (PGC-1)a	86161
LCCs	86162
GLAST); 3	86163
b=-3.188	86164
PPAR{gamma	86165
Mannose Receptor C Type 2	86166
LGALS1	86167
Lhx)6 and -8	86168
miRNA-34b	86169
miRNA-34c	86170
cysteine-rich 61 protein	86171
DC inhibitory receptor 2	86172
LPS-induced nitric oxide synthase	86173
LGALS7	86174
Oatp2b1	86175
WNT/ b-catenin	86176
Sema 3A	86177
Prm1	86178
H(+)/Cl(-) exchange transporter 5	86179
Prm3	86180
Prm2	86181
prdx 1	86182
fdx1b	86183
peroxisome proliferator-activated receptor-y, and coactivator 1a	86184
Bcl-2L10	86185
BRG1-associated factor 250a	86186
GSC2	86187
UCP3 and type 1 and 2	86188
HNF1-B	86189
TxS	86190
TAT-SNAP-23	86191
ERF104	86192
A-FABP	86193
Hemogen	86194
Lamc1	86195
Pcp4l1	86196
MED-1	86197
impt-1	86198
LCC1	86199
CDK1(CDC2	86200
apoE4	86201
AtSOFL1	86202
uroplakin-Ia	86203
LPA3	86204
LPA2	86205
LPA1	86206
arr10	86207
ORM1	86208
LPA5	86209
Maob	86210
HNF1-a	86211
HNF1-b	86212
Atg4A	86213
NEAP	86214
Col10	86215
S1- and ISI-related ERP	86216
Werner syndrome helicase	86217
